
  0%|          | 0/50 [00:00<?, ?it/s]
Epoch 0 | train_loss: 1.0946:   0%|          | 0/50 [00:42<?, ?it/s]
Epoch 0 | train_loss: 1.0946:   2%|▏         | 1/50 [00:42<34:58, 42.82s/it]
Epoch 1 | train_loss: 0.5644:   2%|▏         | 1/50 [01:25<34:58, 42.82s/it]
Epoch 1 | train_loss: 0.5644:   4%|▍         | 2/50 [01:25<34:04, 42.59s/it]
Epoch 2 | train_loss: 0.5005:   4%|▍         | 2/50 [02:10<34:04, 42.59s/it]
Epoch 2 | train_loss: 0.5005:   6%|▌         | 3/50 [02:10<34:24, 43.93s/it]
Epoch 3 | train_loss: 0.4770:   6%|▌         | 3/50 [02:55<34:24, 43.93s/it]
Epoch 3 | train_loss: 0.4770:   8%|▊         | 4/50 [02:55<33:58, 44.32s/it]
Epoch 4 | train_loss: 0.4219:   8%|▊         | 4/50 [03:41<33:58, 44.32s/it]
Epoch 4 | train_loss: 0.4219:  10%|█         | 5/50 [03:41<33:34, 44.76s/it]
Epoch 5 | train_loss: 0.4111:  10%|█         | 5/50 [04:28<33:34, 44.76s/it]
Epoch 5 | train_loss: 0.4111:  12%|█▏        | 6/50 [04:28<33:28, 45.65s/it]
Epoch 6 | train_loss: 0.3647:  12%|█▏        | 6/50 [05:15<33:28, 45.65s/it]
Epoch 6 | train_loss: 0.3647:  14%|█▍        | 7/50 [05:15<33:03, 46.12s/it]
Epoch 7 | train_loss: 0.3640:  14%|█▍        | 7/50 [06:02<33:03, 46.12s/it]
Epoch 7 | train_loss: 0.3640:  16%|█▌        | 8/50 [06:02<32:21, 46.22s/it]
Epoch 8 | train_loss: 0.2971:  16%|█▌        | 8/50 [06:47<32:21, 46.22s/it]
Epoch 8 | train_loss: 0.2971:  18%|█▊        | 9/50 [06:47<31:18, 45.82s/it]
Epoch 9 | train_loss: 0.3491:  18%|█▊        | 9/50 [07:32<31:18, 45.82s/it]
Epoch 9 | train_loss: 0.3491:  20%|██        | 10/50 [07:32<30:27, 45.69s/it]
Epoch 10 | train_loss: 0.2609:  20%|██        | 10/50 [08:18<30:27, 45.69s/it]
Epoch 10 | train_loss: 0.2609:  22%|██▏       | 11/50 [08:18<29:44, 45.76s/it]
Epoch 11 | train_loss: 0.2281:  22%|██▏       | 11/50 [09:04<29:44, 45.76s/it]
Epoch 11 | train_loss: 0.2281:  24%|██▍       | 12/50 [09:04<29:02, 45.86s/it]
Epoch 12 | train_loss: 0.1880:  24%|██▍       | 12/50 [09:52<29:02, 45.86s/it]
Epoch 12 | train_loss: 0.1880:  26%|██▌       | 13/50 [09:52<28:40, 46.51s/it]
Epoch 13 | train_loss: 0.1918:  26%|██▌       | 13/50 [10:39<28:40, 46.51s/it]
Epoch 13 | train_loss: 0.1918:  28%|██▊       | 14/50 [10:39<28:03, 46.77s/it]
Epoch 14 | train_loss: 0.2795:  28%|██▊       | 14/50 [11:26<28:03, 46.77s/it]
Epoch 14 | train_loss: 0.2795:  30%|███       | 15/50 [11:26<27:14, 46.71s/it]
Epoch 15 | train_loss: 0.2211:  30%|███       | 15/50 [12:11<27:14, 46.71s/it]
Epoch 15 | train_loss: 0.2211:  32%|███▏      | 16/50 [12:11<26:12, 46.24s/it]
Epoch 16 | train_loss: 0.1896:  32%|███▏      | 16/50 [12:58<26:12, 46.24s/it]
Epoch 16 | train_loss: 0.1896:  34%|███▍      | 17/50 [12:58<25:32, 46.44s/it]
Epoch 17 | train_loss: 0.2527:  34%|███▍      | 17/50 [13:46<25:32, 46.44s/it]
Epoch 17 | train_loss: 0.2527:  36%|███▌      | 18/50 [13:46<24:56, 46.78s/it]
Epoch 18 | train_loss: 0.2382:  36%|███▌      | 18/50 [14:33<24:56, 46.78s/it]
Epoch 18 | train_loss: 0.2382:  38%|███▊      | 19/50 [14:33<24:14, 46.91s/it]
Epoch 19 | train_loss: 0.2155:  38%|███▊      | 19/50 [15:20<24:14, 46.91s/it]
Epoch 19 | train_loss: 0.2155:  40%|████      | 20/50 [15:20<23:30, 47.02s/it]
